review_id,Asin,Brand,Nation,Rating,Content,primary_segment,segment_core_hits,segment_aux_hits,segment_total_hits,segment_score,segment_score_gap,segment_confidence,segment_core_evidence,segment_aux_evidence,出墨方式,Price Level,ATTR__绘画主题__人物,ATTR__绘画主题__植物/自然,ATTR__绘画主题__装饰物/器物,ATTR__绘画主题__动物,ATTR_TOP__绘画主题,ATTR_TOP_SCORE__绘画主题,ATTR_TOP_HINT__绘画主题,ATTR_TOP_MATCHED__绘画主题,ATTR_TOP_MATCHED_HINT__绘画主题,ATTR_TOP_DISPLAY__绘画主题,ATTR_MENTIONED__绘画主题,ATTR__绘画场景__课堂/学习,ATTR__绘画场景__家庭/个人,ATTR__绘画场景__户外/社区装饰,ATTR__绘画场景__工作室/商业制作,ATTR_TOP__绘画场景,ATTR_TOP_SCORE__绘画场景,ATTR_TOP_HINT__绘画场景,ATTR_TOP_MATCHED__绘画场景,ATTR_TOP_MATCHED_HINT__绘画场景,ATTR_TOP_DISPLAY__绘画场景,ATTR_MENTIONED__绘画场景,ATTR__购买动机__入门学习,ATTR__购买动机__提升技能,ATTR__购买动机__专业产出,ATTR__购买动机__兴趣爱好,ATTR__购买动机__礼品需求,ATTR__购买动机__品牌信任,ATTR__购买动机__社交/媒体种草,ATTR__购买动机__便携性需求,ATTR__购买动机__多功能需求,ATTR__购买动机__压力缓解/情绪调节,ATTR_TOP__购买动机,ATTR_TOP_SCORE__购买动机,ATTR_TOP_HINT__购买动机,ATTR_TOP_MATCHED__购买动机,ATTR_TOP_MATCHED_HINT__购买动机,ATTR_TOP_DISPLAY__购买动机,ATTR_MENTIONED__购买动机,ATTR__使用对象__儿童,ATTR__使用对象__青少年/学生,ATTR__使用对象__成人,ATTR__使用对象__老年人,ATTR_TOP__使用对象,ATTR_TOP_SCORE__使用对象,ATTR_TOP_HINT__使用对象,ATTR_TOP_MATCHED__使用对象,ATTR_TOP_MATCHED_HINT__使用对象,ATTR_TOP_DISPLAY__使用对象,ATTR_MENTIONED__使用对象,ATTR__介质偏好__纸张/卡纸,ATTR__介质偏好__深色纸,ATTR__介质偏好__木材,ATTR__介质偏好__石头/岩石,ATTR__介质偏好__玻璃,ATTR__介质偏好__陶瓷,ATTR__介质偏好__画布,ATTR__介质偏好__布料,ATTR__介质偏好__鞋类/皮革,ATTR__介质偏好__塑料,ATTR__介质偏好__金属,ATTR__介质偏好__树脂/黏土,ATTR__介质偏好__黑板/光滑特殊表面,ATTR_TOP__介质偏好,ATTR_TOP_SCORE__介质偏好,ATTR_TOP_HINT__介质偏好,ATTR_TOP_MATCHED__介质偏好,ATTR_TOP_MATCHED_HINT__介质偏好,ATTR_TOP_DISPLAY__介质偏好,ATTR_MENTIONED__介质偏好,ATTR__产品期望__颜色表现,ATTR__产品期望__覆盖显色,ATTR__产品期望__流畅出墨,ATTR__产品期望__耐用寿命,ATTR__产品期望__安全/气味,ATTR__产品期望__包装/收纳,ATTR__产品期望__便携性,ATTR__产品期望__性价比,ATTR__产品期望__多功能性,ATTR__产品期望__效率/快干,ATTR_TOP__产品期望,ATTR_TOP_SCORE__产品期望,ATTR_TOP_HINT__产品期望,ATTR_TOP_MATCHED__产品期望,ATTR_TOP_MATCHED_HINT__产品期望,ATTR_TOP_DISPLAY__产品期望,ATTR_MENTIONED__产品期望,NEG__颜色种类,POS__颜色种类,NEG__色彩一致性,POS__色彩一致性,NEG__色彩饱和度与混合,POS__色彩饱和度与混合,NEG__色系评价,POS__色系评价,NEG__笔头表现,POS__笔头表现,NEG__笔头耐用性,POS__笔头耐用性,NEG__流畅性,POS__流畅性,NEG__墨水特性,POS__墨水特性,NEG__笔身与易用性,POS__笔身与易用性,NEG__绘画表现,POS__绘画表现,NEG__场景表现,POS__场景表现,NEG__表面/介质表现,POS__表面/介质表现,NEG__外观与包装,POS__外观与包装,NEG__多样性与适配性,POS__多样性与适配性,NEG__教育与启发,POS__教育与启发,NEG__特殊用途,POS__特殊用途,NEG__性价比,POS__性价比,NEG__配套与服务(色卡),POS__配套与服务(色卡),NEG__购买与服务体验,POS__购买与服务体验,NEG__容量,POS__容量
28363,B0DQX43YQD,TBC The Best Crafts,US,3,"Got these to add designs to resin items. They're okay, but not as good as I had expected. A couple were dry, but they rehydrated easily enough.The colors not being quite as expected threw me a little, but they do work, and aren't crappy.",多表面diy/定制群,0,1,1,1,1,low,,resin,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,1,0,树脂/黏土,1,"on resin, resin, epoxy, polymer clay",resin,resin,"树脂/黏土（on resin, resin, epoxy, polymer clay）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28364,B0DQX43YQD,TBC The Best Crafts,US,5,"I ordered these for my autistic daughter who uses a variety of mediums for her art projects. At the price point we didn't expect much. But, we were pleasantly surprised by this set of acrylic paint markers. You get a variety of color sin the 18 markers. They are easy to use, they flow smoothly and have a great coverage. They dry very quickly which is perfect for avoiding smudging. They are a comfortable size for drawing. I can't believe the quality that you get at this price point. These are a definite buy.",精细绘画/插画创作群,2,1,3,7,7,high,art project | for drawing,drawing,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,入门学习,1,"starter kit, starter set, for beginners, beginner friendly",easy to use,easy to use,"入门学习（starter kit, starter set, for beginners, beginner friendly）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,1,1,0,0,0,0,1,0,0,性价比,1,"good value, great price, affordable, good deal",price point,price point,"性价比（good value, great price, affordable, good deal）",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28366,B0DQX43YQD,TBC The Best Crafts,US,5,"I’m very happy with these acrylic paint markers. I got them to play with in my art journal, and they have been perfect for that use. The paint flows out steadily and evenly. There were no blobs of paint and no waiting for the paint to flow, either. Just nice, even strokes of paint. The paint can’t be too thick in pens, or it wouldn’t work, but the paint isn’t so thin that it’s transparent. Some of the colors are a little more opaque than others depending on how quickly your hand is during the application of the paint. Layering a second coat would be easy enough for that, though, should it be a problem. For me, it wasn’t. I’m not using these for my canvases. It’s just for my journal. I feel like this set of acrylic markers is a fabulous bargain at the current price of $15.99. I very highly recommend them.",纸面手账/装饰书写群,1,1,1,4,4,high,journal,journal,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,0,0,0,0,0,0,覆盖显色,1,"opaque, opaque coverage, covers well, one coat",opaque,opaque,"覆盖显色（opaque, opaque coverage, covers well, one coat）",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28368,B0DQX43YQD,TBC The Best Crafts,US,5,"Very nice set. I love the case, which would be $20 alone. The pens are nice quality, filled with real paint that has excellent consistency and coverage. Colors are numbered and it comes with a color chart. No extra tips, though.I've tried a lot of different pens that claim to be acrylic paint markers. These are paint. I paint on wood as my primary craft and I've returned many of these that had no better coverage than a Crayola and were filled with ink that sunk in but didn't even cover the wood grain.These have great coverage. Attached photo to show a light color covering a dark color, and the great coverage on wood. Hope this helps.If you have questions, I always answer.",多表面diy/定制群,1,2,3,5,5,high,on wood,craft | wood,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,0,0,0,0,0,0,0,0,0,木材,2,"on wood, wood, on wooden, wood crafts",on wood | wood,"on wood, wood","木材（on wood, wood, on wooden, wood crafts）",1,0,1,0,0,0,1,0,0,0,0,包装/收纳,1,"beautiful packaging, nice box, storage case, travel case",case,case,"包装/收纳（beautiful packaging, nice box, storage case, travel case）",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28369,B0DQX43YQD,TBC The Best Crafts,US,4,"This type of paint marker has been quickly replacing traditional paint and paint brushes for my art work. There are a ton of different brands out there, and most of them are the same. What set’s this apart from the rest is the capacity. They last me twice as long as the similar priced brands. The color is vibrant and I love not having to pump the tip.",精细绘画/插画创作群,1,0,1,3,3,high,for my art,,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28380,B0DQX43YQD,TBC The Best Crafts,US,4,"These acrylic paint markers have worked great so far! My son loves how versatile they are; he can use them on different types of paper and even rocks. He also mentioned that they seem to dry pretty fast, which is a plus. The only downside is that they don't seem to have as much liquid inside as other markers he's used that are similar. Plus, it's a little hard to tell how much paint is left in the markers. But overall, he really likes them and enjoys using them. I would recommend them!",多表面diy/定制群,0,1,1,1,1,low,,rocks,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",my son,my son,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,1,0,多功能需求,1,"multi purpose, all in one, works for everything, works on multiple surfaces",versatile,versatile,"多功能需求（multi purpose, all in one, works for everything, works on multiple surfaces）",1,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,1,"on rock, on rocks, rock painting, painting rocks",rocks,rocks,"石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,1,0,多功能性,1,"works on multiple surfaces, multi purpose, all in one, use it for everything",versatile,versatile,"多功能性（works on multiple surfaces, multi purpose, all in one, use it for everything）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28382,B0DQX43YQD,TBC The Best Crafts,US,5,"•Beautiful on wood – The colors look stunning once applied.•Swatched all colors – Helpful since the cap colors aren’t completely accurate.•High quality – The paint isn’t thick, but very pigmented with a watercolor-like effect.•Smooth application – Glides on effortlessly without the tip shredding.•Easy to use – Caps snap on securely and are simple to handle.•No leaking issues – Clean and mess-free so far.•Great coverage – Lets the natural wood grain show through for a nice effect.•Would buy again – Very happy with the product overall!One of the colors it lists as “chocolate #602” did not come in the package which it shows it would have been which is my only complaint.",多表面diy/定制群,1,1,2,4,4,high,on wood,wood,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,入门学习,1,"starter kit, starter set, for beginners, beginner friendly",easy to use,easy to use,"入门学习（starter kit, starter set, for beginners, beginner friendly）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,0,0,0,0,0,0,0,0,0,木材,2,"on wood, wood, on wooden, wood crafts",on wood | wood,"on wood, wood","木材（on wood, wood, on wooden, wood crafts）",1,1,1,1,0,0,0,0,0,0,0,流畅出墨,2,"smooth flow, flows well, smoothly, consistent flow",smooth application | glides,"smooth application, glides","流畅出墨（smooth flow, flows well, smoothly, consistent flow）",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28386,B0DQX43YQD,TBC The Best Crafts,US,5,THESE ARE SO GREAT! LOOKING FORWARD TO PAINTING EASTER EGG ROCKS WITH MY GRANDCHILDREN.,多表面diy/定制群,0,1,1,1,1,low,,rocks,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,1,0,0,家庭/个人,1,"for my kids, my kids, for fun, home project",grandchildren,grandchildren,"家庭/个人（for my kids, my kids, for fun, home project）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,儿童,1,"kid, kids, child, children",grandchildren,grandchildren,"儿童（kid, kids, child, children）",1,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,1,"on rock, on rocks, rock painting, painting rocks",rocks,rocks,"石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28387,B0DQX43YQD,TBC The Best Crafts,US,5,"I received this set of paint markers for free through the Amazon Vine program, and I’ve been happily doodling on everything that’ll sit still long enough. These markers are vibrant, smooth, and packed with ink—no weak streaky lines here. Whether I’m decorating a notebook or turning a boring stone into a tiny masterpiece, they handle it like champs.They work well on a surprising number of surfaces—paper, glass, pottery, even the random seashell I found in a drawer. The ink dries quickly and doesn’t smear, which is ideal for impatient artists (like me) who inevitably poke at their work too soon. I also appreciate that there’s no awful chemical smell, so I can craft indoors without worrying about fumigating the place.If you’re looking to add a pop of color to your next creative project—or just want an excuse to draw on things like a grown-up child—this set is a fun and easy way to do it. Bonus: now my rock collection has more personality than some people I know.",多表面diy/定制群,0,4,4,4,3,high,,craft | rock | glass | stone,棉芯式,(0.35-0.40),1,0,0,0,人物,1,"portrait, portraits, character, characters",people,people,"人物（portrait, portraits, character, characters）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,兴趣爱好,1,"for my hobby, for fun, spark creativity, express myself",creative,creative,"兴趣爱好（for my hobby, for fun, spark creativity, express myself）",1,1,0,0,0,儿童,1,"kid, kids, child, children",child,child,"儿童（kid, kids, child, children）",1,1,0,0,1,1,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",rock | stone,"rock, stone","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,0,0,0,0,1,0,0,0,0,0,安全/气味,1,"non toxic, safe for children, odorless, no smell",chemical smell,chemical smell,"安全/气味（non toxic, safe for children, odorless, no smell）",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28389,B0DQX43YQD,TBC The Best Crafts,US,5,"This 18 pack of acrylic pens by The Best Crafts is perfect for painting rocks, crafts, or whatever you'd like to easily paint with acrylics! While these are like the ""shake up"" pens, they have a soft nylon tip so you don't have to keep it pressed down to get the paint to saturate the nib (aka priming) which I personally hate. You just shake it up a bit, pop off the cap and you're good to go!So far the brush tips have held up to repeated use and have kept their shape. The paint itself is very pigmented and opaque, they blend decently, and they can be easily layered after they dry (see my photo). These are definitely one of my favorite sets I've ever had and I highly recommend them!",多表面diy/定制群,0,2,2,2,2,medium,,crafts | rocks,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,1,0,0,0,0,0,0,0,0,0,石头/岩石,2,"on rock, on rocks, rock painting, painting rocks",painting rocks | rocks,"painting rocks, rocks","石头/岩石（on rock, on rocks, rock painting, painting rocks）",1,1,1,0,0,0,0,0,0,0,0,覆盖显色,1,"opaque, opaque coverage, covers well, one coat",opaque,opaque,"覆盖显色（opaque, opaque coverage, covers well, one coat）",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28390,B0DQX43YQD,TBC The Best Crafts,US,5,"The possibilities are endless!!! I’m a professional watercolor and acrylic artist, and this just gives so much more life to my paintings. The colors are extremely pigmented and smooth. Highly recommend!",设计工作/专业工作群,0,1,1,1,1,low,,professional,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,成人,1,"adult coloring, for my hobby, for fun, journaling",artist,artist,"成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,颜色表现,1,"vibrant colors, rich colors, deep saturation, true to color",pigmented,pigmented,"颜色表现（vibrant colors, rich colors, deep saturation, true to color）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28391,B0DQX43YQD,TBC The Best Crafts,US,5,"These are High Quality paint pens, as a busy mom i was looking for something i could easily pull out and do an art project without having the huge mess of actual acrylic paints. This was the perfect middle ground, with high quality paint that looks beautiful, covers beautifully, is jot a cheap item but worth the money. Super wasy to use with the dual sized tips, and so much fun with all the different colors.Thank you from a busy mom artist!",精细绘画/插画创作群,1,0,1,3,3,high,art project,,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,成人,1,"adult coloring, for my hobby, for fun, journaling",artist,artist,"成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,1,0,0,性价比,1,"good value, great price, affordable, good deal",worth the money,worth the money,"性价比（good value, great price, affordable, good deal）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28392,B0DQX43YQD,TBC The Best Crafts,US,4,"Overall, these are nice acrylic markers. The colors are vivid, and they go on smoothly. The color variation is decent, but some colors like red and yellow have few options on shades. Conversely, there are a ton of greens and blues. There are also 3 metallic shades... silver, gold, and black. Some colors are more opaque than others, while some seem to have thinner paint and streak a bit. I've only tried them on paper, so I can't speak to how they work on other materials. I was specifically looking for a brand that had brush tip and fine tip, and these fit the bill. They are great for large areas, as well as finer details. I'm sure I will get a lot of use out of these!",填色/大面积上色群,0,1,1,1,1,low,,large areas,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,0,0,0,纸张/卡纸,2,"on paper, paper, marker paper, bristol",on paper | paper,"on paper, paper","纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,1,1,0,0,0,0,0,0,0,流畅出墨,1,"smooth flow, flows well, smoothly, consistent flow",smoothly,smoothly,"流畅出墨（smooth flow, flows well, smoothly, consistent flow）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28394,B0DQX43YQD,TBC The Best Crafts,US,5,"I have more expensive pens that you have to prime to get to work, and the main reason I got these was to see if they really did come out smoothly - and they do! They also dry quickly, and when I accidentally dropped one of my painted rocks in water (don't ask, lol!) the marker stayed put. Do a test first, because trying my first line I pressed too hard and the line came out thick, but if you practice on paper you can get different widths to your lines. The colors are vibrant and I would have liked more hues, but with 18 in the pack this is a good variety to create whatever you want!",多表面diy/定制群,0,1,1,1,1,low,,rocks,棉芯式,(0.35-0.40),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,1,0,0,0,0,0,0,0,0,0,纸张/卡纸,2,"on paper, paper, marker paper, bristol",on paper | paper,"on paper, paper","纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,0,1,0,0,0,0,0,0,1,效率/快干,1,"quick drying, fast drying, dries instantly, saves me time",dry quickly,dry quickly,"效率/快干（quick drying, fast drying, dries instantly, saves me time）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28400,B0DSBF4KRY,Betem,US,5,"I love these markers are so great color quality so far and has 2 diferent tips wich is really helpful and do the functionality as you are coloring really easy to use I think the colors are pretty close to the one shown in the box, durable so far thick to holf on only have try on paper, but it says you can use on cloth, rocks or glass which I might try later the flow ink so far work really good none of them have been dry or anything wich sometimes could happen on a new box of markers, I think these might be the ones I stick on these for the flow of ink and the thickness on the side as flexible",多表面diy/定制群,0,2,2,2,1,medium,,rocks | glass,直液式,(0.46-0.59),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,入门学习,1,"starter kit, starter set, for beginners, beginner friendly",easy to use,easy to use,"入门学习（starter kit, starter set, for beginners, beginner friendly）",1,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,1,1,0,0,0,0,0,0,0,0,纸张/卡纸,2,"on paper, paper, marker paper, bristol",on paper | paper,"on paper, paper","纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,0,0,0,0,1,0,0,0,0,包装/收纳,1,"beautiful packaging, nice box, storage case, travel case",box,box,"包装/收纳（beautiful packaging, nice box, storage case, travel case）",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28404,B0DSBF4KRY,Betem,US,5,"Why a nice set of Acrylic markers this is.
The colors are nice and bright and bold and are very smooth against the paper or the board you're using it.
 You have a softer tip on one side and a more firm on the other of each pen or marker and even the firm side goes on very smoothly so you don't have to press down hard and have a chance of tearing the paper or bored or whatever it is you're using it on.
All you need to do is get my little shake that's all we did and the colors came out just fine very easy to work with very smooth like I said worth it this is definitely if you're into any kind of drawing or coloring or any kind of artwork using acrylic pens/markers I would definitely recommend this very nice very easy to use.",精细绘画/插画创作群,1,2,2,5,4,high,artwork,drawing | artwork,直液式,(0.46-0.59),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,入门学习,1,"starter kit, starter set, for beginners, beginner friendly",easy to use,easy to use,"入门学习（starter kit, starter set, for beginners, beginner friendly）",1,0,0,0,0,未提及,0,,,,未提及,0,1,0,0,0,0,0,0,0,0,0,0,0,0,纸张/卡纸,1,"on paper, paper, marker paper, bristol",paper,paper,"纸张/卡纸（on paper, paper, marker paper, bristol）",1,0,0,1,0,0,0,0,0,0,0,流畅出墨,1,"smooth flow, flows well, smoothly, consistent flow",smoothly,smoothly,"流畅出墨（smooth flow, flows well, smoothly, consistent flow）",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28405,B0DSBF4KRY,Betem,US,5,"This has been a good set. I haven't used them extensively, but every time I grab one it works reliably and puts down a vibrant coat.

The fine tip is nice for precision, but it's still liquid paint. There's only so much precision you can achieve. It's not like a ball point pen. But I can get a clean line that's fairly thin if I'm careful.

I have not had issues with any of the pens being dry, but I haven't had them for a long time yet.

The only thing I'm not thrilled about is the box. It's just enough to transport the pens, but once opened it's not really strong enough to use. You'll want something more durable to store them in, especially if you want to move them around or keep them in a portable kit. There's a lot of pens to pick up when they all fall out.",精细绘画/插画创作群,0,1,1,1,1,low,,precision,直液式,(0.46-0.59),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,1,0,0,便携性需求,1,"portable, on the go, easy to carry, travel set",portable,portable,"便携性需求（portable, on the go, easy to carry, travel set）",1,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,1,1,0,0,0,便携性,1,"portable, compact, lightweight, travel friendly",portable,portable,"便携性（portable, compact, lightweight, travel friendly）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28406,B0DSBF4KRY,Betem,US,5,"Absolutely recommended!

Pros:
- It promises 36 colors, and you get 36 colors. They’re all unique and stand out from one another.
- The paint is highly pigmented and provides full coverage easily
- Ink flows well, with no drips or dryness
- Great value
- No streaks when applying to larger areas

Neutral:
- The smaller tip is small, but not technically “fine.” You might have trouble if using those for adult coloring books with intricate details. See photo to get an idea of the size.

Cons:
- None!",填色/大面积上色群,4,2,5,14,14,high,coloring book | coloring books | adult coloring | adult coloring book,coloring | adult coloring,直液式,(0.46-0.59),0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,0,0,1,0,成人,1,"adult coloring, for my hobby, for fun, journaling",adult coloring,adult coloring,"成人（adult coloring, for my hobby, for fun, journaling）",1,0,0,0,0,0,0,0,0,0,0,0,0,0,未提及,0,,,,未提及,0,1,1,1,0,0,0,0,0,0,0,流畅出墨,2,"smooth flow, flows well, smoothly, consistent flow",flows well | ink flow,"flows well, ink flow","流畅出墨（smooth flow, flows well, smoothly, consistent flow）",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
